"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","30/2846","92/18860",0.326086956521739,2.16092761770907,4.70562078240434,1.95707744089828e-05,0.00121500209784427,0.00110118790353311,"ACTB/ANAPC11/ANAPC7/APC/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CENPF/DPF2/FBXO5/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/NSMCE2/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",30
"GO:0048025","GO:0048025","negative regulation of mRNA splicing, via spliceosome","12/2846","22/18860",0.545454545454545,3.61464256053153,5.17288872620159,1.99765288858089e-05,0.00122753731581981,0.00111254889659419,"C1QBP/DYRK1A/HNRNPK/NPM1/PTBP1/RBM42/RNPS1/SAP18/SRSF10/SRSF6/SRSF9/U2AF2",12
"GO:0000289","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening","15/2846","32/18860",0.46875,3.10633345045678,5.02720835548256,2.01825631135041e-05,0.0012276706572679,0.00111266974740584,"CNOT1/CNOT4/CNOT6L/CNOT8/CNOT9/EIF4ENIF1/MLH1/PABPC1/PAN2/PAN3/PARN/POLR2G/TENT4A/TNRC6B/TNRC6C",15
"GO:0009303","GO:0009303","rRNA transcription","18/2846","43/18860",0.418604651162791,2.77402801157071,4.90960298538939,2.11679300132058e-05,0.00127473274539525,0.00115532333808918,"BRF1/CDKN2A/DDX11/ERCC2/ERCC6/GTF2H5/GTF3A/GTF3C1/NCL/POLR1A/POLR2E/PWP1/SIRT7/SMARCA4/SMARCB1/SPIN1/TAF1B/TOP1",18
"GO:0010506","GO:0010506","regulation of autophagy","87/2846","377/18860",0.230769230769231,1.52927185253257,4.37612891811703,2.32216720789633e-05,0.00138456345801502,0.00125486576059849,"ADRA1A/ADRB2/AKT1/ATM/ATP13A2/ATP6V0D1/ATP6V0E2/ATP6V1B2/ATP6V1D/ATP6V1E2/ATP6V1G1/BNIP3/CAPNS1/CDC37/CDK5R1/CISD1/CISD2/CPTP/CSNK2A2/DAPK1/DDIT3/DRAM2/EEF1A2/EHMT2/EIF2AK1/ENDOG/ERCC4/EXOC7/EXOC8/FBXO7/FEZ1/FOXK1/FOXK2/FOXO3/GFAP/GPR137/IRGQ/KLHL22/LYPLA1/MAPT/MFSD8/MLST8/MOAP1/MTDH/NPRL2/NPRL3/OMA1/PHF23/PINK1/PLK3/PRKN/PSAP/PYCARD/RAB3GAP2/RBX1/RIPK2/RNF41/RNF5/ROCK1/RPGR/RUBCN/SLC25A4/SNRNP70/SNX32/SNX4/SNX6/SREBF1/SREBF2/STUB1/SUPT5H/SVIP/TBC1D25/TBK1/TIGAR/TOMM7/TPCN2/TRIM32/TRIM8/ULK3/USP10/USP36/VHL/VPS13C/VPS26B/VPS35/WAC/XPA",87
"GO:0070936","GO:0070936","protein K48-linked ubiquitination","34/2846","111/18860",0.306306306306306,2.02984432077897,4.58744509328431,2.52292187446649e-05,0.00148951328706247,0.00134998451177593,"ANAPC10/ANAPC11/ANAPC13/ANAPC1/ANAPC2/ANAPC7/CDC34/DUSP22/FBXO7/FOXO4/ITCH/KBTBD2/PPIA/PRKN/RBX1/RNF170/RNF216/RNF4/RNF5/SKP1/TCF25/TTC3/UBE2D3/UBE2D4/UBE2E2/UBE2G1/UBE2G2/UBE2K/UBE2Q2/UBE2R2/UBE2T/UBE3A/USP38/ZNRF1",34
"GO:1902115","GO:1902115","regulation of organelle assembly","60/2846","238/18860",0.252100840336134,1.67063311621205,4.38921827460874,2.92801225144759e-05,0.00171189221147741,0.00155153229675582,"AKT1/ARHGAP35/ARHGEF5/ATM/CBLN1/CDK10/CEP120/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CNOT1/CNOT6L/CNTROB/CRIPT/DYNC1H1/DYNLT2B/EHMT2/EPHB2/FEZ1/G3BP2/GPSM2/HNRNPU/HSF1/IFT140/LRFN4/MDM1/MOAP1/MPHOSPH9/NPM1/NUMA1/NUP62/PAN2/PAN3/PDCD6IP/PHF23/PINK1/PLK4/RAB1B/RAB3GAP2/RBM14/RCC1/RHOA/RNF4/RNF5/SEPTIN9/SMAD4/SNX4/SPICE1/TAPT1/TBC1D12/TRIM32/TRIM37/TTBK2/USP10/VPS4B/WDR44/ZMYND10",60
"GO:0006364","GO:0006364","rRNA processing","57/2846","223/18860",0.255605381165919,1.6938571640159,4.39401334589356,3.00249766378253e-05,0.00173792693578261,0.00157512824241515,"BOP1/BYSL/CDKN2A/CHD7/DDX10/DDX51/DDX52/DKC1/ERCC2/ESF1/EXOSC1/EXOSC2/EXOSC5/FBL/FTSJ3/GTF2H5/KRI1/LYAR/MAK16/MPHOSPH10/MPHOSPH6/MTERF4/MYG1/NAT10/NOB1/NOL7/NOLC1/POP4/POP7/PPAN/PWP1/PWP2/RBFA/RIOK2/RPL5/RPP38/RPP40/RPS15/RPS16/RPUSD1/RRP1B/RRP7A/RRP7BP/RRP9/SART1/SIRT7/SUV39H1/TFB1M/TSR3/USP36/UTP18/UTP20/UTP4/WDR12/WDR18/WDR43/YTHDF2",57
"GO:0045143","GO:0045143","homologous chromosome segregation","24/2846","68/18860",0.352941176470588,2.33888636269687,4.66271143298895,3.03026117995971e-05,0.00173792693578261,0.00157512824241515,"ANKRD31/ATM/BAG6/CCNE2/EHMT2/HORMAD1/KASH5/KNL1/MAEL/MAJIN/MCMDC2/MLH1/MLH3/MSH4/PRDM9/RNF212/SIRT7/SPATA22/SPO11/STAG3/SYCE1/TEX15/ZCWPW1/ZWINT",24
"GO:0006284","GO:0006284","base-excision repair","20/2846","52/18860",0.384615384615385,2.54878642088762,4.71464244849845,3.32051310182409e-05,0.00188642734897969,0.00170971801717556,"APEX2/DNA2/ERCC6/HMGA1/HMGA2/LIG3/LIG4/MBD4/MPG/NEIL2/NEIL3/OGG1/PARP1/PARP2/PCNA/POLE/RBX1/SIRT6/XPA/XRCC1",20
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","35/2846","117/18860",0.299145299145299,1.98238943846815,4.49349154762603,3.37192980204034e-05,0.00189773469793336,0.00171996616070626,"C1QBP/DAZAP1/DYRK1A/FMR1/HNRNPA1/HNRNPK/HNRNPL/HNRNPU/KHDRBS1/LARP7/NCL/NPM1/PTBP1/QKI/RBFOX1/RBM14/RBM19/RBM23/RBM42/RNPS1/SAP18/SNRNP70/SNW1/SRPK1/SRPK2/SRSF10/SRSF1/SRSF2/SRSF5/SRSF6/SRSF9/TIA1/TRA2A/U2AF2/UPF1",35
"GO:0050686","GO:0050686","negative regulation of mRNA processing","12/2846","23/18860",0.521739130434783,3.4574841883345,4.97136496532347,3.60298308640906e-05,0.00200899668021809,0.00182080578002251,"C1QBP/DYRK1A/HNRNPK/NPM1/PTBP1/RBM42/RNPS1/SAP18/SRSF10/SRSF6/SRSF9/U2AF2",12
"GO:0051236","GO:0051236","establishment of RNA localization","46/2846","170/18860",0.270588235294118,1.79314621140093,4.37925193093231,3.81734842612564e-05,0.00210899745157143,0.00191143907189391,"ALKBH5/ALYREF/ATM/ATXN2/DDX25/DDX39A/DDX39B/DHX9/FMR1/FXR2/FYTTD1/G3BP2/GLE1/HNRNPA1/HSF1/IWS1/KHDRBS1/NSUN2/NUP107/NUP155/NUP210/NUP214/NUP50/NUP62/NXF1/PCID2/QKI/RAE1/RANBP2/RAN/RBFOX1/RBM33/SEH1L/SENP2/SLBP/SMG6/SMG7/SRSF1/THOC3/THOC6/TOMM20/UPF1/UPF2/YBX1/ZC3H3/ZFP36L1",46
"GO:0018193","GO:0018193","peptidyl-amino acid modification","91/2846","404/18860",0.225247524752475,1.49268036431191,4.22001516590914,4.05006149846754e-05,0.0022172245767065,0.00200952812148844,"ABI1/ABI2/ACVR1B/AKT1/ALK/ANTKMT/ARAF/ARL2BP/ATM/ATPSCKMT/AURKA/BAG6/BRSK1/CDK10/CDK1/CDK5R1/CDKN2A/CEP41/CLIP3/CNOT9/DDR1/DIP2A/DYRK1A/EEF1AKMT1/EGLN2/EGR1/EHMT1/EHMT2/EPHB2/ERCC6/ESCO1/GADD45A/HDAC4/HINT1/IGF1R/JAK2/KAT7/KIT/MAP2K2/MAP4K1/MORC3/NNAT/NOS2/NRG1/NSMCE2/NSMCE3/NTMT1/PARD3/PDCL3/PIAS1/PIAS4/PLOD3/PML/PPIA/PRKCE/PTK2/PTPN2/QPCTL/RANBP2/RELA/RIPK2/RNF212/ROCK1/SAE1/SENP1/SENP2/SENP3/SENP7/SETD6/SIRT5/SNX6/SOCS4/SRCIN1/SRPK2/TBK1/TOLLIP/TOP1/TRIM28/TTBK2/TTLL4/TTLL6/TTLL7/UBA2/UBE2I/UBE2K/UHRF2/VKORC1L1/WNK3/ZDHHC12/ZDHHC14/ZFYVE28",91
"GO:0051225","GO:0051225","spindle assembly","39/2846","137/18860",0.284671532846715,1.88647403706572,4.39000941385608,4.29835602485322e-05,0.00233195495330325,0.00211351123649729,"ABRAXAS1/AURKA/BCCIP/CEP192/CEP63/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DYNC1H1/FBXO5/GPSM2/HAUS3/HAUS6/HNRNPU/KASH5/KIF11/KIF2A/MAPRE2/MAPRE3/MLH1/NUMA1/RCC1/RHOA/RNF4/SKA1/SKA3/SPICE1/STAG1/STAG2/TUBB8/TUBB/TUBGCP3/TUBGCP4/UHRF1/VPS4B",39
"GO:0006261","GO:0006261","DNA-templated DNA replication","46/2846","171/18860",0.269005847953216,1.78265997624654,4.334160747535,4.46905421601897e-05,0.00240291468650591,0.00217782388252428,"ATM/BOD1L1/CCNE2/CDC34/CDC45/CDC6/CDC7/CDK1/CDT1/CHRAC1/DDX11/DNA2/DNAJA3/DYNLL1/ENDOG/FBXO5/FZR1/GMNN/KAT7/LIG3/LRWD1/MCM2/MCM6/MMS22L/ORC6/PARP1/PCNA/POLA1/POLA2/POLE/POLG2/POLN/PRIM1/RBBP8/RECQL5/REV3L/RFC3/RTEL1/SAMHD1/SENP2/SETMAR/TWNK/UPF1/WDHD1/WDR18/WRNIP1",46
"GO:2001252","GO:2001252","positive regulation of chromosome organization","32/2846","105/18860",0.304761904761905,2.01960981159857,4.41669070569018,4.81284279510176e-05,0.00254522973044829,0.00230680769675652,"ACD/ACTR8/ATM/CCT3/CCT5/CDK1/DDX11/DKC1/HNRNPA1/HSP90AA1/INO80C/INO80E/LIG4/MAD1L1/MAP2K7/NABP2/NCAPD3/NCAPH/NSMCE2/NUMA1/PARN/PKIB/PML/PPP1R10/PTGES3/RAD21/RTEL1/SIRT6/SKA1/SKA3/SMC4/TNKS2",32
"GO:0090068","GO:0090068","positive regulation of cell cycle process","67/2846","278/18860",0.241007194244604,1.59711724646987,4.22826940987795,4.81826949968624e-05,0.00254522973044829,0.00230680769675652,"AKT1/ANAPC11/ANAPC7/ANKRD31/AURKA/BRD4/CCNB1/CCND3/CCNE2/CDC14A/CDC14B/CDC25B/CDC25C/CDC42/CDC6/CDC73/CDC7/CDK10/CDK1/CEP120/CHMP3/CPSF3/DDX11/DDX3X/DMRT1/DTL/DYNC1H1/EXOC7/FBXO5/GPSM2/HNRNPU/KNL1/LEF1/MAD1L1/MAD2L1/MEIOSIN/MEPCE/NCAPD3/NCAPH/NEUROG1/NPM1/NSMCE2/NUMA1/NUP62/PLK4/PLRG1/PLSCR1/POC1A/PPP1R10/PRDM9/PRKCE/RAD18/RAD21/RAD51AP1/RCC2/RHOA/RXFP3/SKA1/SKA3/SMARCD3/SMC4/SPAST/SVIL/TFDP1/TMOD3/UBE2E2/VPS4B",67
"GO:0050657","GO:0050657","nucleic acid transport","45/2846","167/18860",0.269461077844311,1.78567671403504,4.29921812773033,5.14387227572035e-05,0.00266904725146352,0.00241902672636095,"ALKBH5/ALYREF/ATXN2/DDX25/DDX39A/DDX39B/DHX9/FMR1/FXR2/FYTTD1/G3BP2/GLE1/HNRNPA1/HSF1/IWS1/KHDRBS1/NSUN2/NUP107/NUP155/NUP210/NUP214/NUP50/NUP62/NXF1/PCID2/QKI/RAE1/RANBP2/RAN/RBFOX1/RBM33/SEH1L/SENP2/SLBP/SMG6/SMG7/SRSF1/THOC3/THOC6/TOMM20/UPF1/UPF2/YBX1/ZC3H3/ZFP36L1",45
"GO:0050658","GO:0050658","RNA transport","45/2846","167/18860",0.269461077844311,1.78567671403504,4.29921812773033,5.14387227572035e-05,0.00266904725146352,0.00241902672636095,"ALKBH5/ALYREF/ATXN2/DDX25/DDX39A/DDX39B/DHX9/FMR1/FXR2/FYTTD1/G3BP2/GLE1/HNRNPA1/HSF1/IWS1/KHDRBS1/NSUN2/NUP107/NUP155/NUP210/NUP214/NUP50/NUP62/NXF1/PCID2/QKI/RAE1/RANBP2/RAN/RBFOX1/RBM33/SEH1L/SENP2/SLBP/SMG6/SMG7/SRSF1/THOC3/THOC6/TOMM20/UPF1/UPF2/YBX1/ZC3H3/ZFP36L1",45
"GO:0006310","GO:0006310","DNA recombination","82/2846","358/18860",0.229050279329609,1.51788062830514,4.17050558652567,5.18562817039574e-05,0.00266904725146352,0.00241902672636095,"ACTB/ACTR8/ANKRD31/APEX2/APLF/ATM/BRME1/C1QBP/CDC45/CDC7/CHD4/CTBP1-DT/DYRK1A/ENDOG/EPC1/EPC2/ERCC2/ERCC4/ERCC6/FAN1/FIGNL1/FUS/H1-2/H2AX/HSPD1/HTATSF1/INO80C/INO80E/INTS3/KASH5/KIN/LEF1/LIG3/LIG4/MAJIN/MBTD1/MCM2/MCM6/MCMDC2/MEAF6/MLH1/MLH3/MMS22L/MRNIP/MSH4/NABP2/NFKBIZ/NHEJ1/NSMCE2/NSMCE3/PALB2/PARP1/PARP3/PIAS1/PIAS4/PMS2/POLN/PPP4R2/PRDM9/RAD21/RAD51AP1/RAD54B/RBBP8/RECQL4/RECQL5/REV3L/RMI1/RNF212/RTEL1/SAMHD1/SENP3/SFR1/SIRT6/SMCHD1/SPO11/TEX15/TFRC/UHRF1/XRCC1/XRCC2/ZCWPW1/ZGRF1",82
"GO:0032984","GO:0032984","protein-containing complex disassembly","64/2846","264/18860",0.242424242424242,1.60650780468068,4.18365105800116,5.83775362002041e-05,0.00297923324574262,0.00270015633539749,"ABCE1/ADRB2/AFG2B/APC2/APC/ATAD2/BBOF1/BNIP3/CAPG/CAPZA1/CAPZA2/CARMIL2/CCDC88C/CFL1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CKAP2/CLASP1/EIF5A/ELP6/GAK/GSPT1/H2AC25/HDGFL3/HMGA1/IGF1R/JMJD4/KIF2A/KIF5B/MAP1LC3B/MFSD8/MICAL3/MTPN/MTRFR/NSF/PHF23/PPP1R10/RUBCN/SCAF4/SET/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SNX14/SPAST/SPECC1L/SPTAN1/SPTBN1/SPTBN4/STX17/SVIL/TAOK1/TBC1D25/TMOD3/TTBK2/TWF2/UPF1/VPS4B/VTA1",64
"GO:0051028","GO:0051028","mRNA transport","39/2846","139/18860",0.280575539568345,1.85933052574104,4.28676803747236,6.10688057904976e-05,0.00309038948294434,0.00280090011520327,"ALKBH5/ALYREF/DDX25/DDX39A/DDX39B/DHX9/FMR1/FXR2/FYTTD1/G3BP2/GLE1/HNRNPA1/HSF1/IWS1/NSUN2/NUP107/NUP155/NUP210/NUP214/NUP50/NUP62/NXF1/PCID2/QKI/RAE1/RANBP2/RBM33/SEH1L/SENP2/SLBP/SMG6/SMG7/SRSF1/THOC3/THOC6/UPF1/UPF2/ZC3H3/ZFP36L1",39
"GO:0061952","GO:0061952","midbody abscission","12/2846","24/18860",0.5,3.3134223471539,4.78071740258257,6.21695328948638e-05,0.00311987439244058,0.00282762305315675,"CEP55/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/MITD1/PDCD6IP/SPART/VPS4B/ZFYVE19",12
"GO:1902459","GO:1902459","positive regulation of stem cell population maintenance","19/2846","50/18860",0.38,2.51820098383696,4.53154961089572,6.31030009013437e-05,0.00313750819471493,0.0028436050253626,"ACTB/ARID4A/BCL7A/BCL7B/DPF2/ING1/LBH/RBBP7/SAP130/SAP30/SINHCAF/SIRT6/SMARCA4/SMARCB1/SMARCC1/SS18/SUDS3/TEAD4/ZNF322",19
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","60/2846","244/18860",0.245901639344262,1.62955197401011,4.1726329584813,6.35629358610464e-05,0.00313750819471493,0.0028436050253626,"ABRAXAS1/APC/ATM/BABAM2/BMP7/BRSK1/BUB3/CACNB4/CCNB1/CDC14B/CDC6/CDC73/CDK1/CDK2AP2/CENPF/CHFR/DACT1/DTL/FBXO31/FBXO5/FBXO7/FOXC1/FOXO4/FZR1/HASPIN/INHBA/INTS3/KANK2/KLHL22/KNL1/MAD1L1/MAD2L1/MRNIP/NABP2/NAE1/PABIR1/PKD2/PKMYT1/PLK3/PML/PPP1R10/PRMT2/RAD21/RAD9A/RBBP8/SETMAR/SKA1/SKA3/SPC24/SPDL1/TAOK1/TAOK2/TPRA1/TRIAP1/TRIM39/UIMC1/WAC/ZFP36L1/ZFYVE19/ZWINT",60
"GO:0006352","GO:0006352","DNA-templated transcription initiation","58/2846","234/18860",0.247863247863248,1.64255124901646,4.16948837741105,6.58732365911552e-05,0.00322511081912144,0.00292300155520017,"ARMC5/ATAD2/BRF1/CCNH/CTCFL/DPY30/EGR1/ELOB/ERCC2/ERCC6/GTF2A1/GTF2A1L/GTF2F1/GTF2F2/GTF2H5/GTF3C1/HEY2/INTS11/INTS2/INTS3/INTS7/KAT7/MAZ/MED11/MED15/MED18/MED20/MED26/MED28/MED4/NFKBIZ/OGG1/POLR2G/POLR2I/POLR3H/PPM1D/PPP2CA/PRMT3/RBM14/RBX1/SIRT7/SMARCA4/SMARCA5/SMARCB1/TAF12/TAF1B/TAF4B/TAF4/TAF6/TAF7/TAF8/TFAM/TFB1M/TWIST1/USP21/WDR5/XPA/ZNHIT1",58
"GO:0000281","GO:0000281","mitotic cytokinesis","30/2846","98/18860",0.306122448979592,2.02862592682892,4.30385671954668,7.46596288397186e-05,0.00362580874897408,0.00328616447821682,"ANLN/APC/ARF1/CENPA/CEP55/CFL1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CKAP2/CNTROB/EFHC1/EXOC7/EXOC8/IQGAP2/MITD1/NUP62/PDCD6IP/RAB35/RASA1/RHOA/ROCK1/SPART/SPAST/SPTBN1/VPS4B/ZFYVE19",30
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","36/2846","126/18860",0.285714285714286,1.89338419837366,4.24165310098669,7.64961642458108e-05,0.00368527920870618,0.00334006409780656,"ALKBH4/ANLN/APC/ARF1/CENPA/CEP55/CFL1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CKAP2/CNTROB/EFHC1/EXOC7/EXOC8/IQGAP2/MITD1/NOX5/NUP62/PDCD6IP/RAB35/RASA1/RHOA/ROCK1/SEPTIN10/SEPTIN2/SEPTIN9/SPART/SPAST/SPIRE2/SPTBN1/VPS4B/ZFYVE19",36
"GO:0000910","GO:0000910","cytokinesis","50/2846","195/18860",0.256410256410256,1.69919094725841,4.13738533971176,8.22629554943473e-05,0.0039145612276326,0.00354786833632384,"ALKBH4/ANLN/APC/ARF1/AURKA/CALM3/CDC14A/CDC14B/CDC25B/CDC42/CDC6/CENPA/CEP55/CFL1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CKAP2/CNTROB/EFHC1/EXOC7/EXOC8/FSD1/IQGAP2/KLHL13/MITD1/NOX5/NUP62/PDCD6IP/PLK3/PRKCE/PRPF40A/RAB35/RASA1/RHOA/ROCK1/RXFP3/SEPTIN10/SEPTIN2/SEPTIN9/SPART/SPAST/SPIRE2/SPTBN1/SVIL/VPS4B/ZFYVE19",50
"GO:0006367","GO:0006367","transcription initiation at RNA polymerase II promoter","49/2846","190/18860",0.257894736842105,1.70902836853201,4.14090359159065,8.25555091181236e-05,0.0039145612276326,0.00354786833632384,"ARMC5/ATAD2/CCNH/CTCFL/DPY30/EGR1/ELOB/ERCC2/ERCC6/GTF2A1/GTF2A1L/GTF2F1/GTF2F2/GTF2H5/HEY2/INTS11/INTS2/INTS3/INTS7/KAT7/MAZ/MED11/MED15/MED18/MED20/MED26/MED28/MED4/OGG1/POLR2G/POLR2I/PPM1D/PPP2CA/PRMT3/RBM14/RBX1/SIRT7/SMARCA4/SMARCB1/TAF12/TAF4B/TAF4/TAF6/TAF7/TAF8/USP21/WDR5/XPA/ZNHIT1",49
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","20/2846","55/18860",0.363636363636364,2.40976170702102,4.41384676442229,8.44170193291497e-05,0.00397155695625109,0.00359952504294113,"ABRAXAS1/APC/BUB3/CCNB1/CDC42/CDK1/CDT1/DSN1/EML4/HNRNPU/KNL1/MAD1L1/MIS12/RAB24/RCC2/RMDN1/SEH1L/SKA1/SKA3/SPC24",20
"GO:0006399","GO:0006399","tRNA metabolic process","52/2846","206/18860",0.252427184466019,1.6727957480777,4.09315063917298,9.28949137613169e-05,0.00433653620674923,0.00393031520075421,"AARSD1/AKT1/BRF1/CARS2/CTAG1A/CTAG1B/CTAG2/CTU1/DICER1/ELAC1/ELP1/ELP5/ELP6/EXOSC2/FAM98A/FTSJ1/GATC/GTF3C1/HSD17B10/IARS2/LAGE3/MARS2/MTFMT/NAT10/NEMF/NSUN2/POLR2E/POLR2F/POP1/POP4/POP7/PRORP/PTCD1/PUS3/PUSL1/RNH1/RPP38/RPP40/RPPH1/RTCB/SARS1/SARS2/TARBP1/TARS1/TRIT1/TRMT11/TSEN15/TSEN2/TSEN34/TSEN54/VARS2/YRDC",52
"GO:0042790","GO:0042790","nucleolar large rRNA transcription by RNA polymerase I","12/2846","25/18860",0.48,3.18088545326774,4.59988436067495,0.000103166724383807,0.00477900010953295,0.00433133170793553,"DDX11/ERCC2/ERCC6/GTF2H5/NCL/POLR1A/POLR2E/PWP1/SIRT7/SMARCA4/SMARCB1/TAF1B",12
"GO:0006289","GO:0006289","nucleotide-excision repair","27/2846","86/18860",0.313953488372093,2.08052100867803,4.23380547538895,0.000104221119819464,0.00479098918742606,0.00434219772007973,"ACTB/BCL7A/BCL7B/DPF2/ELOF1/ERCC2/ERCC4/ERCC6/FAN1/FANCC/GTF2H5/HMGN1/KAT7/LIG4/OGG1/POLE/POLR2I/RAD23B/RBX1/RNF111/SMARCA4/SMARCB1/SMARCC1/SMARCD3/USP45/UVSSA/XPA",27
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","44/2846","167/18860",0.263473053892216,1.7459950092787,4.08208008433394,0.000109444484734728,0.0049929900535798,0.00452527634250052,"APC2/APC/ARAP1/ARHGEF18/BBOF1/CAPG/CAPZA1/CAPZA2/CARMIL2/CCDC88C/CCNF/CFL1/CKAP2/CLASP1/CLIP3/CTNNA2/CYRIB/DYRK1A/EML2/HDGFL3/INPP5K/KANK1/KANK2/KANK3/MDM1/MTPN/NPM1/NUBP1/PRKN/RBM14/RHPN1/SMAD4/SPECC1L/SPTAN1/SPTBN1/SPTBN4/SSH1/SSH2/SVIL/TAOK1/TMOD3/TRIM37/TTBK2/TWF2",44
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","24/2846","73/18860",0.328767123287671,2.17868866662174,4.25361996878773,0.000111150648513853,0.00503270079210845,0.00456126721443869,"ABRAXAS1/ATM/BABAM2/BRSK1/CDC14B/CDC6/CDK1/CHFR/DTL/FOXO4/FZR1/INTS3/MRNIP/NABP2/NAE1/PABIR1/PKMYT1/RAD21/RBBP8/TAOK1/TAOK2/TRIM39/UIMC1/ZFYVE19",24
